job,salary,where,time,catagory,num,createtime,companyname,properties,scale,industry
其他法务职位,100元/日,北京,实习4天/周,其他法务职位,不限,昨天发布,北京市惠诚律师事务所,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
招聘专员/助理,年薪2-2w,三亚,应届,招聘专员/助理,2人,昨天发布,海南亚特兰蒂斯商旅发展有限公司亚特兰蒂斯酒店,私营·民营企业,2000-5000人,旅游/酒店/餐饮服务/生活服务
助理建筑师,面议,北京,应届,建筑设计师,5人,昨天发布,中国建筑设计研究院有限公司,国有企业,1000-2000人,建筑设计
财富顾问（管培生，营销理财方向）,年薪6-10w,佛山-禅城区,应届,其他基金/证券/期货/投资,不限,昨天发布,国信证券佛山禅城分公司,国有企业,5000-10000人,证券
物流工程师,年薪10-14w,杭州-余杭区,应届,物流专员/助理,5人,昨天发布,杭州新坐标科技股份有限公司,国内上市公司,100-499人,机械制造/机电/重工
产品设计师助理,4000元/日,北京,实习5天/周,CAD设计/制图,不限,昨天发布,北京威特中恒贸易有限责任公司,私营·民营企业,100-499人,百货/批发/零售
家用电器/数码产品研发,年薪5-8w,中山,应届,家用电器/数码产品研发,3人,昨天发布,中山市韩加电器科技有限公司,私营·民营企业,100-499人,家具/家电
2021校园招聘-工艺工程师,年薪16-24w,北京,应届,汽车装配工艺工程师,不限,昨天发布,北京奔驰汽车有限公司,中外合营(合资·合作),10000人以上,汽车/摩托车
外贸专员/助理,年薪6-8w,东莞,应届,外贸专员/助理,3人,昨天发布,东莞高绮印刷有限公司,私营·民营企业,500-999人,印刷/包装/造纸
四川分公司-企划岗（战略企划类）,年薪6-10w,成都-武侯区,应届,保险内勤,不限,昨天发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
IT实习生---北京,3000元/月,北京-朝阳区,实习5天/周,桌面支持,1人,昨天发布,联合服务(香港)有限公司,外商独资·外企办事处,100-499人,计算机软件
信息学奥赛讲师（c++）,年薪18-30w,北京,应届,培训师/讲师,1人,昨天发布,达内时代科技集团有限公司,外商独资·外企办事处,5000-10000人,教育/培训/学术/科研/院校
运维工程师（2021届）,年薪6-12w,成都,应届,运维工程师,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
冲压工程师/技师,130元/日,佛山-顺德区,实习5天/周,冲压工程师/技师,1人,昨天发布,泰科电子,外商独资·外企办事处,1000-2000人,电子技术/半导体/集成电路
质量工程师,年薪7-8w,上海-金山区,应届,质量管理(QA/QC)经理/主管,2人,昨天发布,上海佳勒电子有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
校园大使,100元/日,成都,实习1天/周,其他人力资源,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
日本北海道高尔夫日语翻译,年薪14-18w,哈尔滨,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
研发助理（实习生）,100元/日,嘉兴,实习3天/周,其他生产/制造/研发职位,6人,昨天发布,浙江清优材料科技有限公司,私营·民营企业,50-99人,汽车/摩托车
日本机场地勤   日语翻译,年薪18-24w,青岛,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
机械工程师,年薪7-10w,苏州,应届,机械工程师,不限,昨天发布,力源液压(苏州)有限公司,国有企业,100-499人,机械制造/机电/重工
文案实习生,120元/日,上海,实习5天/周,文案/策划,不限,昨天发布,程迈文化传播,私营·民营企业,100-499人,广告/公关/市场推广/会展
日本北海道高尔夫日语翻译,年薪14-18w,北京,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
制造工程师（实习生）,130元/日,佛山-顺德区,实习5天/周,制造工程师,2人,昨天发布,泰科电子,外商独资·外企办事处,1000-2000人,电子技术/半导体/集成电路
集团菁英计划,年薪8-12w,上海-徐汇区,应届,储备干部,2人,昨天发布,如家酒店连锁（中国）有限公司,国内上市公司,10000人以上,旅游/酒店/餐饮服务/生活服务
营销销售储备经理,年薪7-14w,深圳,应届,销售经理/主管,50人,昨天发布,深圳市乐有家控股集团有限公司,私营·民营企业,10000人以上,房地产服务(物业管理/地产经纪)
新媒体运营,120元/日,无锡-锡山区,实习3天/周,新媒体运营,2人,昨天发布,帆软软件有限公司,私营·民营企业,1000-2000人,计算机软件
机械工程师（应届生）,年薪6-12w,南京-建邺区,应届,机械工程师,8人,昨天发布,南京越博动力系统股份有限公司,国内上市公司,500-999人,新能源
算法研究员,年薪36-72w,北京-海淀区,应届,算法研究员,5人,昨天发布,微模式,私营·民营企业,100-499人,计算机软件
手游运营（2021届）,年薪6-12w,广州,应届,游戏运营,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
产品运营,100元/日,深圳,实习3天/周,产品运营,1人,昨天发布,JoinQuant,私营·民营企业,50-99人,计算机软件
新闻编辑实习（可留用）,年薪7-10w,上海,应届,文字编辑/组稿,1人,昨天发布,每日科技(上海)股份有限公司,其他,50-99人,社交网络
营销代表,年薪7-14w,苏州-昆山,应届,销售代表,10人,昨天发布,三一集团,国内上市公司,10000人以上,机械制造/机电/重工
机械研发工程师,年薪12-14w,上海-奉贤区,应届,机械工程师,8人,昨天发布,天成,国内上市公司,1000-2000人,汽车/摩托车
DBA实习生,5000元/月,北京-大兴区,实习5天/周,数据库管理员(DBA),2人,昨天发布,天源迪科信息技术,私营·民营企业,2000-5000人,计算机软件
给排水设计工程师,年薪4-7w,和田,应届,给排水工程师,不限,昨天发布,新疆原创城市设计研究(院)有限公司和田分公司,私营·民营企业,1-49人,规划/设计/装潢
市场拓展专员/助理,年薪5-7w,苏州,应届,市场拓展专员/助理,2人,昨天发布,苏州朗阁外语培训中心,政府机关／非盈利机构,100-499人,教育/培训/学术/科研/院校
广告客户执行 AE,年薪5-8w,北京-朝阳区,应届,广告客户专员,1人,昨天发布,北京天一国际广告有限公司,外商独资·外企办事处,50-99人,广告/公关/市场推广/会展
Financial Analyst 财务分析员,年薪7-11w,上海-徐汇区,应届,财务分析员,1人,昨天发布,德西福格汽车配件(平湖)有限公司,外商独资·外企办事处,500-999人,汽车/摩托车
日本免税店日语翻译,年薪18-24w,武汉,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
器件质量工程师（2021届）,年薪8-12w,杭州,应届,电子元器件工程师,2人,昨天发布,杭州友旺电子有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
c++软件工程师(校招),年薪14-28w,上海,应届,C++,50人,昨天发布,万得,私营·民营企业,2000-5000人,互联网/移动互联网/电子商务
数据模型岗（2021届校招）,年薪5-12w,成都,应届,数据建模,4人,昨天发布,四川锦程消费金融有限责任公司,中外合营(合资·合作),100-499人,信托/担保/拍卖/典当
售前支持工程师,年薪6-7w,上海,应届,售前支持工程师,6人,昨天发布,金桥信息,国内上市公司,500-999人,IT服务/系统集成
黑龙江分公司-新人训练岗（渠道管理类）,面议,哈尔滨,应届,保险培训师,不限,昨天发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
机械设计工程师,年薪5-8w,秦皇岛,应届,机械工程师,5人,昨天发布,秦皇岛秦冶重工有限公司,私营·民营企业,1000-2000人,机械制造/机电/重工
系统设计工程师助理,年薪5-6w,杭州-江干区,应届,自动控制工程师/技术员,不限,昨天发布,浙江东开半导体科技有限公司,私营·民营企业,1-49人,电子技术/半导体/集成电路
日本北海道高尔夫日语翻译,年薪14-18w,沈阳,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
教育产品开发,150元/日,上海-浦东新区,实习3天/周,教育产品开发,1人,昨天发布,沪江,私营·民营企业,1000-2000人,在线教育
理财顾问（管培生，投资顾问方向）,年薪10-18w,佛山-三水区,应届,投资/理财顾问,不限,昨天发布,国信证券佛山禅城分公司,国有企业,5000-10000人,证券
篮球教练,年薪7-14w,厦门-湖里区,应届,篮球教练,不限,昨天发布,厦门趣店科技有限公司,国内上市公司,1000-2000人,互联网/移动互联网/电子商务
汽车动力系统工程师,年薪10-14w,南京-建邺区,应届,汽车动力系统工程师,5人,昨天发布,南京越博动力系统股份有限公司,国内上市公司,500-999人,新能源
安全科技专员/助理,年薪6-10w,北京-海淀区,应届,实习生,5人,昨天发布,融联易云金融信息服务(北京)有限公司,国有企业,100-499人,网络安全
外贸业务工程师（2021届）,年薪5-8w,惠州,应届,外贸专员/助理,3人,昨天发布,广东索菱电子科技有限公司,私营·民营企业,1000-2000人,汽车/摩托车
测试工程师（校招）,年薪9-18w,上海-浦东新区,应届,测试工程师,不限,昨天发布,晶丰明源,国内上市公司,100-499人,电子技术/半导体/集成电路
课程顾问,年薪10-14w,上海-黄浦区,应届,培训/招生/课程顾问,1人,昨天发布,吉额翎集团,私营·民营企业,100-499人,互联网/移动互联网/电子商务
实习生,130元/日,杭州-江干区,实习5天/周,实习生,1人,昨天发布,华润置地华东大区,国有企业,1000-2000人,房地产开发/建筑/建材/工程
财务核算岗（2021届校招）,年薪5-12w,成都,应届,财务助理,2人,昨天发布,四川锦程消费金融有限责任公司,中外合营(合资·合作),100-499人,信托/担保/拍卖/典当
储备干部-应届毕业生,年薪10-13w,西安,应届,储备干部,10人,昨天发布,陕汽,国有企业,10000人以上,汽车/摩托车
erp实施顾问实习生,年薪4-5w,北京-朝阳区,应届,ERP实施顾问,5人,昨天发布,帛丝云商江苏科技有限公司,私营·民营企业,50-99人,IT服务/系统集成
业务文员,年薪6-8w,上海,应届,秘书/文员,1人,昨天发布,上海宝龙商业地产管理有限公司,私营·民营企业,2000-5000人,房地产开发/建筑/建材/工程
网络信息安全工程师,年薪26-52w,北京-海淀区,应届,网络信息安全工程师,2人,昨天发布,明朝万达,私营·民营企业,100-499人,计算机软件
光学工程师（应届生）,年薪10-18w,东莞,应届,机器视觉,4人,昨天发布,正业科技广东,私营·民营企业,500-999人,机械制造/机电/重工
外贸销售助理,150元/日,上海,实习3天/周,外贸专员/助理,1人,昨天发布,上海万弘国际贸易有限公司,私营·民营企业,50-99人,贸易/进出口
互联网客户销售,年薪5-14w,济南,应届,销售代表,20人,昨天发布,山东用友软件技术有限公司,私营·民营企业,10000人以上,计算机软件
质量检测员/测试员,年薪5-7w,宁波-余姚,应届,质量检测员/测试员,5人,昨天发布,宁波德昌科技有限公司,私营·民营企业,50-99人,汽车/摩托车
总公司-稽核审计部-审计岗,面议,北京-海淀区,应届,保险内勤,不限,昨天发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
区域销售经理,年薪7-10w,郑州,应届,市场专员/助理,30人,昨天发布,徐工环境,国有企业,500-999人,机械制造/机电/重工
人资专员,4500元/月,惠州,实习5天/周,人力资源专员/助理,2人,昨天发布,深圳市创荣发电子有限公司,私营·民营企业,1000-2000人,电子技术/半导体/集成电路
Intern Engineer 宁波（大三）,180元/日,宁波-慈溪,实习4天/周,机械结构工程师,不限,昨天发布,苏州尚科宁家,外商独资·外企办事处,100-499人,家具/家电
广告执行管培生（2021）,年薪5-6w,上海-徐汇区,应届,大客户销售,1人,昨天发布,太平洋网络,国内上市公司,500-999人,互联网/移动互联网/电子商务
深度学习策略开发实习生,150元/日,上海,实习3天/周,金融研究,不限,昨天发布,上海凯纳璞淳资产管理有限公司,私营·民营企业,1-49人,基金
项目助理,年薪8-12w,上海-浦东新区,应届,项目专员/助理,2人,昨天发布,广融达金融租赁有限公司,私营·民营企业,1-49人,基金/证券/期货/投资
视频设计师（2021届）,年薪8-17w,长沙,应届,视频编辑,不限,昨天发布,速游,私营·民营企业,100-499人,游戏开发
日语翻译（温泉酒店）,年薪12-14w,广州,应届,日语翻译,5人,昨天发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
人事行政实习生,100元/日,北京-朝阳区,实习3天/周,人力资源专员/助理,1人,昨天发布,医药魔方,私营·民营企业,50-99人,制药/生物工程
市场拓展专员/助理,170元/日,佛山,实习5天/周,市场拓展专员/助理,1人,昨天发布,美的集团家用空调事业部,国内上市公司,10000人以上,家具/家电
